Gender,Shanghai_ranking,Publications,Citations,Recommendations,Interest score,Reads,h index,PISA rank,GDP (Millions $),HDI score,Position rank,Average h index
0,2,54,9855,2,4821,6639,26,19,23315081,0.921,2,26.894334
1,2,34,647,5,3663,4980,12,19,23315081,0.921,3,26.894334
0,2,431,23244,50,11005,57489,80,19,23315081,0.921,3,26.894334
0,2,120,985,28,5848,17728,17,19,23315081,0.921,3,26.894334
1,2,621,33380,4,15517,8884,96,19,23315081,0.921,2,26.894334
1,2,136,5554,43,2686,23923,40,19,23315081,0.921,3,26.894334
0,2,36,1556,13,7181,5464,19,19,23315081,0.921,3,26.894334
1,2,407,122275,129,61606,131593,114,19,23315081,0.921,3,26.894334
0,2,246,8842,34,4412,43992,52,19,23315081,0.921,3,26.894334
1,2,176,17740,15,8421,21408,63,19,23315081,0.921,3,26.894334
1,2,55,1977,149,1545,59566,23,19,23315081,0.921,0,26.894334
1,2,186,4299,8,1945,4060,32,19,23315081,0.921,2,26.894334
1,2,76,1547,138,9057,12526,23,19,23315081,0.921,3,26.894334
1,2,32,1372,24,5999,3188,11,19,23315081,0.921,0,26.894334
1,2,30,1523,21,8027,7259,12,19,23315081,0.921,3,26.894334
1,2,39,365,16,1459,28899,13,19,23315081,0.921,3,26.894334
1,2,124,5646,17,2560,12237,40,19,23315081,0.921,3,26.894334
0,2,35,291,40,1533,27882,11,19,23315081,0.921,2,26.894334
1,2,102,1949,18,9412,11747,19,19,23315081,0.921,3,26.894334
0,2,122,2716,37,1338,15155,29,19,23315081,0.921,3,26.894334
1,2,63,1602,25,7354,4783,22,19,23315081,0.921,3,26.894334
0,2,44,4080,17,1939,12291,25,19,23315081,0.921,3,26.894334
1,2,37,1837,11,9296,6095,15,19,23315081,0.921,3,26.894334
1,2,416,41903,664,22609,125926,94,19,23315081,0.921,3,26.894334
1,2,367,6214,85,2785,28294,40,19,23315081,0.921,3,26.894334
0,2,123,4877,31,2322,10211,29,19,23315081,0.921,3,26.894334
1,2,543,74834,324,37471,116503,119,19,23315081,0.921,0,26.894334
0,2,655,57860,2258,30730,891609,98,19,23315081,0.921,3,26.894334
0,2,157,4675,67,2708,41616,35,19,23315081,0.921,3,26.894334
1,2,165,10506,20,4201,11980,42,19,23315081,0.921,3,26.894334
1,2,546,13640,59,6030,26632,64,19,23315081,0.921,2,26.894334
1,2,303,12196,152,6590,61820,62,19,23315081,0.921,3,26.894334
0,2,166,6595,7,3295,19891,33,19,23315081,0.921,2,26.894334
1,2,70,851,519,6164,7335,18,19,23315081,0.921,3,26.894334
1,2,35,142,16,1141,4302,8,19,23315081,0.921,3,26.894334
0,2,203,15426,30,7437,20737,65,19,23315081,0.921,3,26.894334
1,2,33,1329,1,6332,7087,9,19,23315081,0.921,3,26.894334
1,2,76,13282,18,6811,34672,33,19,23315081,0.921,3,26.894334
1,2,89,3404,63,1833,20220,30,19,23315081,0.921,0,26.894334
1,2,40,781,5,3365,5947,14,19,23315081,0.921,3,26.894334
1,2,488,26516,35,12393,34815,65,19,23315081,0.921,2,26.894334
1,2,126,13102,11,6939,55671,44,19,23315081,0.921,0,26.894334
1,2,126,2901,19,1397,10181,29,19,23315081,0.921,2,26.894334
1,2,169,6410,39,2968,14990,36,19,23315081,0.921,2,26.894334
1,2,75,1234,2,6310,5554,16,19,23315081,0.921,3,26.894334
0,2,268,7093,12,3327,12046,43,19,23315081,0.921,3,26.894334
1,2,39,4615,48,2188,35869,16,19,23315081,0.921,3,26.894334
1,2,1378,36835,538,14124,391640,96,19,23315081,0.921,0,26.894334
1,2,42,1261,11,6316,4429,16,19,23315081,0.921,3,26.894334
1,2,1158,28181,97,13074,97292,83,19,23315081,0.921,4,26.894334
1,2,48,1430,187,6888,6288,10,19,23315081,0.921,3,26.894334
1,2,55,1991,6,9315,3326,24,19,23315081,0.921,0,26.894334
1,2,388,16638,45,7685,55134,70,19,23315081,0.921,2,26.894334
1,2,72,2415,26,1267,12769,23,19,23315081,0.921,3,26.894334
1,2,466,32709,90,15392,54752,87,19,23315081,0.921,3,26.894334
1,2,390,17385,66,8298,47854,61,19,23315081,0.921,2,26.894334
1,2,378,33353,151,16412,101535,84,19,23315081,0.921,3,26.894334
1,2,328,9848,148,6555,324135,53,19,23315081,0.921,3,26.894334
1,2,37,843,1,4129,2266,14,19,23315081,0.921,3,26.894334
1,2,73,4405,91,2237,15549,27,19,23315081,0.921,3,26.894334
0,2,230,17507,283,8768,40147,52,19,23315081,0.921,3,26.894334
1,2,248,13914,100,7573,71357,65,19,23315081,0.921,4,26.894334
0,2,41,5022,68,2552,21488,25,19,23315081,0.921,3,26.894334
1,2,188,4948,68,2696,39753,36,19,23315081,0.921,3,26.894334
0,2,200,42329,126,21367,58247,81,19,23315081,0.921,3,26.894334
1,2,71,2091,58,8814,3975,28,19,23315081,0.921,0,26.894334
0,2,416,12660,125,6062,44631,59,19,23315081,0.921,2,26.894334
1,2,191,5064,9,2315,14639,41,19,23315081,0.921,0,26.894334
0,2,70,4061,15,2228,48016,34,19,23315081,0.921,3,26.894334
0,2,236,6245,36,2966,21863,44,19,23315081,0.921,0,26.894334
1,2,175,7513,2,3345,15137,52,19,23315081,0.921,0,26.894334
1,2,64,6807,11,3496,18930,33,19,23315081,0.921,3,26.894334
1,2,116,6145,4,3119,34076,39,19,23315081,0.921,3,26.894334
0,2,50,2460,24,1304,19482,18,19,23315081,0.921,3,26.894334
1,2,176,988,8,4282,3283,17,19,23315081,0.921,2,26.894334
0,2,43,1041,24,5564,6471,17,19,23315081,0.921,3,26.894334
1,2,98,758,66,4733,8945,16,19,23315081,0.921,3,26.894334
0,2,48,1651,9,6930,11386,17,19,23315081,0.921,2,26.894334
1,2,60,1107,5,4607,7777,15,19,23315081,0.921,0,26.894334
0,2,89,4123,2,2127,20394,28,19,23315081,0.921,3,26.894334
1,2,132,3912,36,1847,17187,34,19,23315081,0.921,0,26.894334
1,2,90,4650,18,2145,15372,29,19,23315081,0.921,3,26.894334
1,2,205,3579,31,1789,29332,34,19,23315081,0.921,2,26.894334
1,2,88,194,3,1230,2403,7,19,23315081,0.921,3,26.894334
0,2,284,13988,87,6665,30699,63,19,23315081,0.921,3,26.894334
0,2,55,2534,15,1199,5149,21,19,23315081,0.921,3,26.894334
1,2,385,26151,4,11743,23443,83,19,23315081,0.921,3,26.894334
1,2,197,13309,203,6294,37269,59,19,23315081,0.921,3,26.894334
1,2,538,79166,60,36763,41657,155,19,23315081,0.921,2,26.894334
1,2,268,8901,132,5030,58893,37,19,23315081,0.921,4,26.894334
0,2,63,2006,11,9119,6536,23,19,23315081,0.921,2,26.894334
1,2,512,36269,56,16047,42304,105,19,23315081,0.921,2,26.894334
1,2,85,3895,8,1675,4776,32,19,23315081,0.921,3,26.894334
1,2,529,47694,117,22248,72350,110,19,23315081,0.921,3,26.894334
0,2,43,53643,5,26602,17364,36,19,23315081,0.921,3,26.894334
1,2,59,3737,9,1806,4830,27,19,23315081,0.921,3,26.894334
1,2,107,3837,254,2122,34777,28,19,23315081,0.921,3,26.894334
1,2,47,4701,29,2404,12936,22,19,23315081,0.921,3,26.894334
1,2,464,14613,155,6792,45400,61,19,23315081,0.921,0,26.894334
1,2,34,590,91,5704,13072,9,19,23315081,0.921,3,26.894334
1,2,46,548,83,3353,18668,9,19,23315081,0.921,3,26.894334
1,2,184,5750,11,2556,12253,41,19,23315081,0.921,2,26.894334
0,2,76,2853,31,1429,10929,25,19,23315081,0.921,3,26.894334
1,2,57,858,7,4117,4100,14,19,23315081,0.921,3,26.894334
1,2,163,9571,107,4341,32141,47,19,23315081,0.921,3,26.894334
0,2,97,7310,20,3442,14729,44,19,23315081,0.921,3,26.894334
1,2,69,426,21,2857,12055,11,19,23315081,0.921,3,26.894334
1,2,185,4170,5,1954,5868,36,19,23315081,0.921,2,26.894334
1,2,39,1294,54,7611,13028,17,19,23315081,0.921,1,26.894334
1,2,132,8418,13,3967,9084,39,19,23315081,0.921,3,26.894334
1,2,34,1132,7,5713,5452,11,19,23315081,0.921,1,26.894334
1,2,551,38519,98,19522,228795,101,19,23315081,0.921,0,26.894334
1,2,181,12454,21,5903,18678,55,19,23315081,0.921,3,26.894334
1,2,341,17810,138,8627,43241,54,19,23315081,0.921,2,26.894334
1,2,56,1852,10,9225,8241,16,19,23315081,0.921,3,26.894334
0,2,113,7180,52,3926,43606,39,19,23315081,0.921,3,26.894334
0,2,120,16216,22,7777,20272,63,19,23315081,0.921,3,26.894334
1,2,109,3591,23,1731,9371,27,19,23315081,0.921,3,26.894334
0,2,65,7957,35,4246,30208,28,19,23315081,0.921,3,26.894334
1,2,92,2332,6,1145,4379,26,19,23315081,0.921,2,26.894334
0,2,55,499,49,3951,6326,14,19,23315081,0.921,3,26.894334
1,2,52,913,166,5470,21245,13,19,23315081,0.921,3,26.894334
1,2,234,16396,99,8267,49002,73,19,23315081,0.921,3,26.894334
0,2,53,1670,3,7358,3565,22,19,23315081,0.921,0,26.894334
0,2,136,3340,65,1367,23519,37,19,23315081,0.921,3,26.894334
1,2,547,42013,102,19890,74560,104,19,23315081,0.921,3,26.894334
1,2,226,13316,58,6888,45767,43,19,23315081,0.921,3,26.894334
1,2,65,9101,7,4262,7316,29,19,23315081,0.921,2,26.894334
0,2,248,3737,131,2311,77551,32,19,23315081,0.921,2,26.894334
1,2,51,1953,5,9189,3981,17,19,23315081,0.921,3,26.894334
0,2,139,5583,83,2739,16642,40,19,23315081,0.921,2,26.894334
0,2,290,9660,46,4529,34454,51,19,23315081,0.921,3,26.894334
1,2,161,2135,63,1209,35510,23,19,23315081,0.921,2,26.894334
1,2,217,2733,83,1448,46978,31,19,23315081,0.921,2,26.894334
1,2,187,2586,8,1413,30106,22,19,23315081,0.921,4,26.894334
0,2,46,1001,54,5544,5780,14,19,23315081,0.921,3,26.894334
1,2,287,15771,191,7098,61291,69,19,23315081,0.921,3,26.894334
1,2,309,9760,133,4598,24354,50,19,23315081,0.921,2,26.894334
1,2,37,2256,2,9481,2813,24,19,23315081,0.921,3,26.894334
1,2,127,10255,7,4673,10959,60,19,23315081,0.921,2,26.894334
1,2,63,3808,30,2124,15115,22,19,23315081,0.921,3,26.894334
1,2,52,2563,67,1296,8363,18,19,23315081,0.921,3,26.894334
1,2,206,31317,41,16601,125710,61,19,23315081,0.921,3,26.894334
0,2,119,2232,123,1631,26922,25,19,23315081,0.921,4,26.894334
0,2,36,4645,25,2360,11156,29,19,23315081,0.921,3,26.894334
0,2,59,4463,9,2041,8233,17,19,23315081,0.921,0,26.894334
1,2,391,10322,37,4888,40627,47,19,23315081,0.921,3,26.894334
1,2,338,10891,169,5646,60925,56,19,23315081,0.921,4,26.894334
0,2,98,2928,44,1475,12118,27,19,23315081,0.921,3,26.894334
0,2,114,2960,150,1297,27639,27,19,23315081,0.921,3,26.894334
1,2,69,547,15,3028,12368,14,19,23315081,0.921,3,26.894334
0,2,38,1296,11,7523,11739,19,19,23315081,0.921,3,26.894334
1,2,119,4081,20,1906,9985,37,19,23315081,0.921,3,26.894334
1,2,295,11102,101,5637,39236,58,19,23315081,0.921,3,26.894334
1,2,45,2424,54,1317,13155,17,19,23315081,0.921,2,26.894334
1,2,215,2490,92,1268,14506,24,19,23315081,0.921,3,26.894334
1,2,36,1388,78,1143,29598,18,19,23315081,0.921,3,26.894334
1,2,130,12491,47,7449,201706,51,19,23315081,0.921,3,26.894334
1,2,58,1924,28,9415,6839,22,19,23315081,0.921,3,26.894334
1,2,35,1237,12,5339,5942,19,19,23315081,0.921,3,26.894334
1,2,162,11314,20,5508,37686,38,19,23315081,0.921,3,26.894334
1,2,41,1369,31,6150,5974,18,19,23315081,0.921,3,26.894334
1,2,337,43476,44,21886,138983,90,19,23315081,0.921,0,26.894334
1,2,320,15520,22,7505,13692,68,19,23315081,0.921,2,26.894334
1,2,156,2824,7,1337,22716,28,19,23315081,0.921,3,26.894334
0,2,57,2007,5,9379,3365,17,19,23315081,0.921,0,26.894334
1,2,645,37561,104,17063,34837,98,19,23315081,0.921,3,26.894334
0,2,75,3307,36,1495,11752,31,19,23315081,0.921,3,26.894334
1,2,184,58176,58,29552,114491,73,19,23315081,0.921,0,26.894334
1,2,204,27287,0,13310,5141,71,19,23315081,0.921,3,26.894334
1,2,61,1267,18,6925,12596,15,19,23315081,0.921,3,26.894334
1,2,32,1550,23,7780,6990,16,19,23315081,0.921,1,26.894334
1,2,97,7825,23,3890,13350,28,19,23315081,0.921,3,26.894334
0,2,87,4611,1,2369,7517,13,19,23315081,0.921,3,26.894334
0,2,32,2352,11,1145,5913,23,19,23315081,0.921,0,26.894334
1,2,95,55331,1468,28853,204413,44,19,23315081,0.921,2,26.894334
1,2,64,1618,85,1090,17139,20,19,23315081,0.921,3,26.894334
1,2,105,1524,129,9573,15708,21,19,23315081,0.921,3,26.894334
0,2,119,1601,7,8034,6738,18,19,23315081,0.921,0,26.894334
1,2,228,32664,128,15164,42904,55,19,23315081,0.921,3,26.894334
0,2,49,2325,10,1058,5677,17,19,23315081,0.921,0,26.894334
1,2,138,3301,5,1565,9393,33,19,23315081,0.921,0,26.894334
0,2,47,5392,14,2701,5158,14,19,23315081,0.921,0,26.894334
1,2,492,28407,41,13550,66302,87,19,23315081,0.921,3,26.894334
1,2,83,2321,5,1077,3718,28,19,23315081,0.921,2,26.894334
1,2,137,4004,23,1848,15744,33,19,23315081,0.921,2,26.894334
1,2,131,1865,124,8816,16701,27,19,23315081,0.921,3,26.894334
1,2,54,6017,67,2923,14832,28,19,23315081,0.921,3,26.894334
1,2,98,6430,7,3226,14279,35,19,23315081,0.921,3,26.894334
0,2,240,17471,171,8509,34354,53,19,23315081,0.921,3,26.894334
1,2,187,4404,13,2170,25344,37,19,23315081,0.921,4,26.894334
1,2,146,5618,37,3025,50718,38,19,23315081,0.921,3,26.894334
1,2,122,957,630,2076,80033,17,19,23315081,0.921,3,26.894334
1,2,268,15288,16,7081,17117,64,19,23315081,0.921,3,26.894334
0,2,411,21683,321,11653,123718,79,19,23315081,0.921,3,26.894334
1,2,442,25229,265,11410,52603,85,19,23315081,0.921,3,26.894334
0,2,159,6645,59,3055,28611,44,19,23315081,0.921,3,26.894334
0,2,198,3566,24,1702,13444,30,19,23315081,0.921,0,26.894334
1,2,764,31612,230,14965,87900,88,19,23315081,0.921,3,26.894334
0,2,88,9417,49,4976,50664,43,19,23315081,0.921,3,26.894334
1,2,52,221,0,1094,887,9,19,23315081,0.921,0,26.894334
0,2,211,8144,102,3761,20713,48,19,23315081,0.921,2,26.894334
1,2,45,5926,9,2776,11529,28,19,23315081,0.921,3,26.894334
1,2,251,15223,48,8348,115216,69,19,23315081,0.921,3,26.894334
1,2,795,31717,216,15806,276323,88,19,23315081,0.921,0,26.894334
1,2,111,4253,131,1991,9600,33,19,23315081,0.921,3,26.894334
1,2,87,1726,17,8686,5897,20,19,23315081,0.921,2,26.894334
0,2,241,35106,135,18501,306714,77,19,23315081,0.921,3,26.894334
1,2,332,14402,29,6581,23320,63,19,23315081,0.921,3,26.894334
1,2,65,4208,10,1881,4487,31,19,23315081,0.921,0,26.894334
0,2,142,14363,136,7439,34303,57,19,23315081,0.921,3,26.894334
1,2,245,26054,41,13406,75405,68,19,23315081,0.921,3,26.894334
0,2,63,2390,172,2062,34423,24,19,23315081,0.921,3,26.894334
1,2,212,14596,16,6963,44581,62,19,23315081,0.921,2,26.894334
1,2,65,9917,16,4814,19799,34,19,23315081,0.921,3,26.894334
1,2,149,2636,107,1524,29726,23,19,23315081,0.921,2,26.894334
1,2,162,9201,0,4461,18084,49,19,23315081,0.921,0,26.894334
1,2,50,2234,41,1180,9518,19,19,23315081,0.921,3,26.894334
0,2,60,1015,17,5022,6056,20,19,23315081,0.921,3,26.894334
0,2,44,1567,6,7499,3386,16,19,23315081,0.921,3,26.894334
1,2,61,1890,2,7855,4214,26,19,23315081,0.921,3,26.894334
1,2,216,13256,156,7208,43952,51,19,23315081,0.921,3,26.894334
1,2,42,1527,8,7002,5714,19,19,23315081,0.921,3,26.894334
1,2,69,16230,23,8196,19368,43,19,23315081,0.921,3,26.894334
1,2,47,1309,487,8183,4852,17,19,23315081,0.921,2,26.894334
1,2,199,7147,34,3299,41579,46,19,23315081,0.921,2,26.894334
1,2,86,1570,13,7869,7350,19,19,23315081,0.921,3,26.894334
1,2,58,1750,2,7043,3907,21,19,23315081,0.921,2,26.894334
1,2,243,11210,41,5606,18453,53,19,23315081,0.921,0,26.894334
1,2,139,27070,53,13614,63606,62,19,23315081,0.921,3,26.894334
1,2,60,2698,72,1331,7572,21,19,23315081,0.921,3,26.894334
1,2,294,31059,33,15562,171393,74,19,23315081,0.921,4,26.894334
1,2,173,3820,8,1859,8647,34,19,23315081,0.921,2,26.894334
1,2,132,1445,22,7187,14596,20,19,23315081,0.921,2,26.894334
1,2,69,2484,11,1151,8574,21,19,23315081,0.921,0,26.894334
0,2,297,15010,13,6861,13539,67,19,23315081,0.921,3,26.894334
1,2,310,20307,35,10435,100844,71,19,23315081,0.921,3,26.894334
1,2,271,15981,48,7034,49766,68,19,23315081,0.921,2,26.894334
1,2,97,3074,4,1481,11055,34,19,23315081,0.921,0,26.894334
1,2,33,89,13,879,15755,6,19,23315081,0.921,3,26.894334
1,2,112,2126,12,9822,10937,27,19,23315081,0.921,2,26.894334
0,2,30,356,9,2009,1873,10,19,23315081,0.921,3,26.894334
1,2,346,6647,20,3247,24074,40,19,23315081,0.921,3,26.894334
0,2,136,19347,100,8740,22232,29,19,23315081,0.921,3,26.894334
0,2,48,4929,26,2404,8366,23,19,23315081,0.921,3,26.894334
1,2,52,2526,11,1225,7605,20,19,23315081,0.921,3,26.894334
1,2,48,486,12,2496,6019,12,19,23315081,0.921,3,26.894334
1,2,135,2110,4,1001,6675,25,19,23315081,0.921,3,26.894334
0,2,204,11151,131,5535,29413,56,19,23315081,0.921,3,26.894334
1,2,1462,75205,382,34888,108012,132,19,23315081,0.921,3,26.894334
1,2,114,5454,37,2468,9620,41,19,23315081,0.921,3,26.894334
1,2,70,3100,5,1511,6082,20,19,23315081,0.921,2,26.894334
0,2,34,639,508,4648,4237,12,19,23315081,0.921,3,26.894334
1,2,293,17396,51,8511,51771,70,19,23315081,0.921,3,26.894334
1,2,44,4568,12,2460,27216,20,19,23315081,0.921,3,26.894334
0,2,43,787,10,3857,3114,14,19,23315081,0.921,3,26.894334
1,2,88,3367,7,1753,18767,21,19,23315081,0.921,3,26.894334
1,2,370,28895,84,13506,26070,85,19,23315081,0.921,3,26.894334
1,2,70,3764,9,2015,36580,29,19,23315081,0.921,0,26.894334
1,2,152,976,5,5189,7450,13,19,23315081,0.921,3,26.894334
0,2,97,2307,13,1068,10164,30,19,23315081,0.921,0,26.894334
1,2,34,231,7,1737,8953,6,19,23315081,0.921,3,26.894334
1,2,102,1331,10,6518,5549,18,19,23315081,0.921,2,26.894334
1,2,37,220,0,1151,1350,8,19,23315081,0.921,3,26.894334
0,2,88,1061,8,4931,7579,17,19,23315081,0.921,3,26.894334
0,2,38,1624,2,6419,1904,21,19,23315081,0.921,0,26.894334
0,2,253,11546,39,5344,19271,49,19,23315081,0.921,0,26.894334
1,2,53,920,212,7697,15654,18,19,23315081,0.921,3,26.894334
1,2,97,1569,47,8227,12098,18,19,23315081,0.921,3,26.894334
1,2,180,3470,42,1632,18048,34,19,23315081,0.921,3,26.894334
1,2,47,4925,115,2595,11923,17,19,23315081,0.921,3,26.894334
0,2,111,3108,82,1647,18361,28,19,23315081,0.921,3,26.894334
1,2,109,6525,70,3173,17714,42,19,23315081,0.921,0,26.894334
1,2,519,37035,97,17613,77277,97,19,23315081,0.921,0,26.894334
0,2,40,2460,16,1204,9462,24,19,23315081,0.921,3,26.894334
1,2,283,6733,64,3281,62610,39,19,23315081,0.921,3,26.894334
1,2,74,2097,1,9757,20542,21,19,23315081,0.921,3,26.894334
1,2,697,18501,117,8592,95456,64,19,23315081,0.921,0,26.894334
1,2,1033,74280,152,35219,185381,139,19,23315081,0.921,0,26.894334
1,2,370,24957,219,12252,109212,77,19,23315081,0.921,3,26.894334
0,2,61,472,50,4299,25959,12,19,23315081,0.921,3,26.894334
0,2,59,1894,32,1071,13409,20,19,23315081,0.921,3,26.894334
1,2,77,2431,5,1158,7346,30,19,23315081,0.921,0,26.894334
0,2,324,37909,49,18106,34889,97,19,23315081,0.921,0,26.894334
0,2,30,393,79,3634,10007,9,19,23315081,0.921,3,26.894334
1,2,209,28042,20,14583,141911,71,19,23315081,0.921,3,26.894334
1,2,37,539,38,5865,31075,12,19,23315081,0.921,3,26.894334
1,2,216,16664,129,8631,56368,64,19,23315081,0.921,4,26.894334
1,2,331,15332,104,7723,48418,71,19,23315081,0.921,3,26.894334
0,2,32,1243,4,5308,2929,18,19,23315081,0.921,0,26.894334
1,2,180,9271,47,4980,79959,41,19,23315081,0.921,3,26.894334
1,2,102,2133,31,1103,11440,14,19,23315081,0.921,1,26.894334
0,2,54,683,1,3019,3249,14,19,23315081,0.921,0,26.894334
1,2,398,16227,31,7510,29728,68,19,23315081,0.921,0,26.894334
1,2,178,11216,27,4151,19095,57,19,23315081,0.921,3,26.894334
1,2,291,7317,94,3510,32405,49,19,23315081,0.921,3,26.894334
1,2,339,32745,313,18072,149349,88,19,23315081,0.921,3,26.894334
1,2,996,14411,121,5616,141985,57,19,23315081,0.921,3,26.894334
1,2,246,197748,147,99847,139729,83,19,23315081,0.921,0,26.894334
1,2,227,23553,112,11011,142810,83,19,23315081,0.921,0,26.894334
1,2,391,3612,40,1672,23275,29,19,23315081,0.921,0,26.894334
0,2,59,6573,31,3238,31120,30,19,23315081,0.921,0,26.894334
1,2,108,10331,16,4779,11253,46,19,23315081,0.921,3,26.894334
1,2,306,33745,231,16831,70451,83,19,23315081,0.921,0,26.894334
0,2,96,15153,13,7871,62280,48,19,23315081,0.921,0,26.894334
1,2,46,2560,11,1227,9374,16,19,23315081,0.921,3,26.894334
0,2,82,8909,17,4762,36638,39,19,23315081,0.921,0,26.894334
1,2,202,9400,176,4392,40569,50,19,23315081,0.921,3,26.894334
1,2,31,1273,8,6018,6872,17,19,23315081,0.921,0,26.894334
1,2,49,2074,21,9746,9035,16,19,23315081,0.921,3,26.894334
1,2,40,519,5,2647,8755,11,19,23315081,0.921,3,26.894334
0,2,69,5653,15,3184,52817,29,19,23315081,0.921,3,26.894334
1,2,64,1368,114,8161,11791,18,19,23315081,0.921,3,26.894334
1,2,32,708,0,3322,1092,10,19,23315081,0.921,0,26.894334
1,2,1741,31095,489,11936,318586,84,19,23315081,0.921,3,26.894334
1,2,55,795,28,4509,7016,14,19,23315081,0.921,3,26.894334
1,2,466,17634,38,8947,121479,65,19,23315081,0.921,0,26.894334
0,2,32,1101,7,5519,7357,13,19,23315081,0.921,0,26.894334
1,2,843,43742,148,20166,65320,103,19,23315081,0.921,3,26.894334
1,2,33,1238,2,5511,4968,19,19,23315081,0.921,3,26.894334
1,2,52,1300,2,7238,102227,16,19,23315081,0.921,2,26.894334
0,2,65,1818,20,1017,14196,19,19,23315081,0.921,3,26.894334
0,2,65,447,16,3793,14648,13,19,23315081,0.921,2,26.894334
1,2,60,1817,70,9372,53113,21,19,23315081,0.921,3,26.894334
1,2,100,3455,24,1698,12276,31,19,23315081,0.921,0,26.894334
1,2,30,1777,45,1062,13007,19,19,23315081,0.921,3,26.894334
1,2,142,20835,18,10086,23290,61,19,23315081,0.921,0,26.894334
1,2,129,5098,6,2485,13755,40,19,23315081,0.921,0,26.894334
1,2,66,6066,13,2683,33166,31,19,23315081,0.921,4,26.894334
1,2,122,14707,257,7234,21234,50,19,23315081,0.921,3,26.894334
1,2,56,692,1,2709,3101,15,19,23315081,0.921,0,26.894334
1,2,34,2534,4,1275,7021,15,19,23315081,0.921,3,26.894334
0,2,157,25505,10,11792,22367,56,19,23315081,0.921,0,26.894334
1,2,380,35193,138,18257,148398,100,19,23315081,0.921,3,26.894334
0,2,52,2984,42,1752,24468,26,19,23315081,0.921,3,26.894334
0,2,372,49541,301,25393,81341,67,19,23315081,0.921,3,26.894334
0,2,38,939,25,5310,6495,13,19,23315081,0.921,3,26.894334
0,2,289,17538,16,8058,22563,61,19,23315081,0.921,0,26.894334
1,2,43,6754,0,3133,4518,31,19,23315081,0.921,0,26.894334
1,2,33,222,16,1294,3930,9,19,23315081,0.921,3,26.894334
1,2,81,512,274,3357,66026,12,19,23315081,0.921,3,26.894334
1,2,31,629,2,3154,4227,12,19,23315081,0.921,3,26.894334
1,2,104,5197,56,2487,45532,35,19,23315081,0.921,0,26.894334
0,2,61,548,39,2829,8079,12,19,23315081,0.921,3,26.894334
1,2,33,641,13,3000,2152,15,19,23315081,0.921,3,26.894334
1,2,34,2114,3,1048,5514,13,19,23315081,0.921,3,26.894334
0,2,38,1252,9,6796,8908,14,19,23315081,0.921,3,26.894334
1,2,169,32,0,458,12122,3,19,23315081,0.921,3,26.894334
1,2,329,9344,36,3790,38233,56,19,23315081,0.921,3,26.894334
1,2,82,2903,31,1704,23269,21,19,23315081,0.921,3,26.894334
1,2,40,633,19,2898,4197,13,19,23315081,0.921,3,26.894334
1,2,42,798,24,4036,11679,14,19,23315081,0.921,3,26.894334
0,2,19,316,29,1744,23015,8,19,23315081,0.921,3,26.894334
0,2,233,4221,118,2632,76264,36,19,23315081,0.921,3,26.894334
1,2,285,9196,45,4683,68294,51,19,23315081,0.921,3,26.894334
1,2,103,4910,18,2198,23456,39,19,23315081,0.921,3,26.894334
1,2,147,7237,79,3327,9260,36,19,23315081,0.921,3,26.894334
1,2,178,35207,37,17745,57562,61,19,23315081,0.921,0,26.894334
1,2,79,1283,24,6790,9365,21,19,23315081,0.921,3,26.894334
1,2,424,26425,34,12068,47923,92,19,23315081,0.921,0,26.894334
1,2,130,5316,7,2256,6956,32,19,23315081,0.921,3,26.894334
0,2,45,1146,24,7012,16111,13,19,23315081,0.921,3,26.894334
1,2,49,1471,26,7442,6624,16,19,23315081,0.921,3,26.894334
0,2,88,3832,4,1897,28039,33,19,23315081,0.921,4,26.894334
0,2,71,1495,10,7861,9368,18,19,23315081,0.921,3,26.894334
1,2,62,1233,90,7719,14405,18,19,23315081,0.921,3,26.894334
1,2,38,587,57,3102,13599,13,19,23315081,0.921,3,26.894334
1,2,81,1078,5,5248,5790,18,19,23315081,0.921,3,26.894334
0,2,35,2032,7,1014,9730,14,19,23315081,0.921,3,26.894334
0,2,66,3678,13,2086,36675,28,19,23315081,0.921,3,26.894334
1,2,256,3357,54,1626,9253,33,19,23315081,0.921,2,26.894334
1,2,34,1444,41,8313,8793,16,19,23315081,0.921,0,26.894334
0,2,58,2659,12,1333,14917,26,19,23315081,0.921,4,26.894334
0,2,214,8009,6,3795,10544,40,19,23315081,0.921,0,26.894334
1,2,99,1673,11,8183,6713,15,19,23315081,0.921,2,26.894334
1,2,167,1912,11,9293,11173,15,19,23315081,0.921,3,26.894334
1,2,152,13982,25,6598,13892,58,19,23315081,0.921,0,26.894334
1,2,52,18845,2,9257,5689,23,19,23315081,0.921,0,26.894334
0,2,31,657,37,3771,4047,12,19,23315081,0.921,0,26.894334
0,2,37,551,24,3892,6526,13,19,23315081,0.921,3,26.894334
1,2,68,10575,15,4959,11882,42,19,23315081,0.921,0,26.894334
1,2,104,5695,4,2601,3954,36,19,23315081,0.921,0,26.894334
0,2,160,12721,41,7930,189812,51,19,23315081,0.921,3,26.894334
1,2,183,7564,9,3760,48432,46,19,23315081,0.921,0,26.894334
1,2,86,2446,10,1099,4499,25,19,23315081,0.921,0,26.894334
1,2,60,5577,24,2748,10677,27,19,23315081,0.921,0,26.894334
0,2,35,658,94,4991,5421,12,19,23315081,0.921,3,26.894334
1,2,270,65451,71,32869,90478,107,19,23315081,0.921,4,26.894334
