Gender,Shanghai_ranking,Publications,Citations,Recommendations,Interest score,Reads,h index,PISA rank,GDP (Millions $),HDI score,Position rank,Average h index
1,401,63,1272,4,6020,6780,17,43,488527,0.919,3,15.593223
1,401,47,445,13,3005,9665,11,43,488527,0.919,3,15.593223
1,401,149,2829,23,1502,27303,27,43,488527,0.919,3,15.593223
1,401,96,2315,1001,3064,51200,28,43,488527,0.919,3,15.593223
1,401,67,1359,29,1027,29533,23,43,488527,0.919,1,15.593223
1,401,62,990,4,5734,6810,16,43,488527,0.919,0,15.593223
1,401,188,9365,121,5139,60782,52,43,488527,0.919,3,15.593223
1,401,35,1094,24,6010,6301,19,43,488527,0.919,3,15.593223
1,401,54,1570,8,8288,31116,18,43,488527,0.919,3,15.593223
1,401,214,8081,16,3584,26146,49,43,488527,0.919,4,15.593223
0,401,123,2346,12,1302,26175,26,43,488527,0.919,3,15.593223
0,401,60,960,6,5804,30965,17,43,488527,0.919,3,15.593223
0,401,94,5101,126,3058,39119,34,43,488527,0.919,4,15.593223
1,401,167,2811,52,1171,18871,29,43,488527,0.919,3,15.593223
1,401,93,1642,55,1140,135693,22,43,488527,0.919,3,15.593223
1,401,115,4343,89,2728,54230,32,43,488527,0.919,3,15.593223
1,401,93,474,4,2347,6420,7,43,488527,0.919,4,15.593223
0,401,46,742,152,7457,15842,16,43,488527,0.919,3,15.593223
1,401,42,1966,48,1517,26313,15,43,488527,0.919,3,15.593223
1,401,128,2966,156,2367,55444,30,43,488527,0.919,4,15.593223
1,401,87,1498,33,7817,27080,19,43,488527,0.919,2,15.593223
0,401,73,2760,89,1857,63497,23,43,488527,0.919,3,15.593223
1,401,75,2748,170,2229,123785,28,43,488527,0.919,1,15.593223
0,401,102,2961,74,1843,31800,32,43,488527,0.919,3,15.593223
0,401,123,2939,23,1356,14200,32,43,488527,0.919,3,15.593223
1,401,123,5252,185,3368,84861,37,43,488527,0.919,3,15.593223
1,401,391,5476,473,1762,36347,32,43,488527,0.919,3,15.593223
1,401,144,4573,77,2320,29469,24,43,488527,0.919,3,15.593223
1,401,62,1763,42,1012,20204,24,43,488527,0.919,3,15.593223
1,401,299,2221,9,8186,42766,29,43,488527,0.919,2,15.593223
1,401,157,1688,2,8366,17576,22,43,488527,0.919,1,15.593223
1,401,39,347,26,2706,7286,11,43,488527,0.919,3,15.593223
0,401,50,1412,10,7410,7097,21,43,488527,0.919,1,15.593223
1,401,105,3397,36,1710,34776,27,43,488527,0.919,3,15.593223
1,401,58,1374,10,6612,9873,18,43,488527,0.919,3,15.593223
1,401,40,865,4,4177,2182,14,43,488527,0.919,2,15.593223
1,401,89,888,8,3943,4492,18,43,488527,0.919,1,15.593223
0,401,53,808,10,4637,6123,16,43,488527,0.919,3,15.593223
1,401,93,2767,26,1448,31053,29,43,488527,0.919,3,15.593223
1,401,128,7558,67,4267,71341,46,43,488527,0.919,4,15.593223
0,401,95,2345,98,1477,22897,26,43,488527,0.919,4,15.593223
1,401,63,1631,43,1053,18863,19,43,488527,0.919,3,15.593223
1,401,106,2864,21,1340,14202,25,43,488527,0.919,3,15.593223
1,401,99,2564,68,1357,24815,21,43,488527,0.919,2,15.593223
1,401,107,3619,42,1694,7838,32,43,488527,0.919,1,15.593223
1,401,133,2008,29,9332,8704,26,43,488527,0.919,3,15.593223
1,401,56,376,2,2213,12697,11,43,488527,0.919,3,15.593223
0,401,98,1312,34,8174,24957,22,43,488527,0.919,4,15.593223
1,401,57,293,106,3255,9734,8,43,488527,0.919,3,15.593223
1,401,66,3961,15,2259,48590,31,43,488527,0.919,3,15.593223
1,401,35,579,12,3018,11558,13,43,488527,0.919,1,15.593223
0,401,45,1128,16,5254,6214,17,43,488527,0.919,3,15.593223
0,401,181,3418,89,1738,28014,36,43,488527,0.919,3,15.593223
1,401,122,5744,4,2898,20495,27,43,488527,0.919,3,15.593223
1,401,584,20730,26,10045,147076,70,43,488527,0.919,2,15.593223
1,401,64,1606,22,1060,46465,20,43,488527,0.919,3,15.593223
1,401,147,5047,99,2731,28835,36,43,488527,0.919,1,15.593223
1,401,130,583,7,3229,16876,13,43,488527,0.919,3,15.593223
1,401,176,4445,23,2063,3618,34,43,488527,0.919,3,15.593223
1,401,87,1083,18,5015,5710,19,43,488527,0.919,4,15.593223
1,401,43,119,3,651,2769,5,43,488527,0.919,3,15.593223
1,401,34,412,9,2191,3343,8,43,488527,0.919,3,15.593223
1,401,33,190,13,2125,8423,8,43,488527,0.919,3,15.593223
0,401,42,552,2,3256,11366,14,43,488527,0.919,3,15.593223
1,401,68,982,114,8047,23631,18,43,488527,0.919,4,15.593223
1,401,36,120,0,617,3984,7,43,488527,0.919,3,15.593223
1,401,331,15321,28,7257,18361,52,43,488527,0.919,2,15.593223
1,401,42,1016,0,4196,427,20,43,488527,0.919,3,15.593223
1,401,307,16181,234,9278,122682,61,43,488527,0.919,4,15.593223
1,401,131,2085,77,1172,15502,26,43,488527,0.919,3,15.593223
1,401,232,12387,58,6696,89591,47,43,488527,0.919,3,15.593223
1,401,58,304,19,3327,9825,11,43,488527,0.919,3,15.593223
0,401,43,476,3,1762,1013,13,43,488527,0.919,3,15.593223
1,401,172,6961,7,3289,17528,44,43,488527,0.919,2,15.593223
0,401,81,2340,38,1173,8905,21,43,488527,0.919,3,15.593223
1,401,174,3246,70,1522,23603,33,43,488527,0.919,3,15.593223
1,401,58,855,24,4348,8099,17,43,488527,0.919,3,15.593223
1,401,151,5859,11,2846,18004,44,43,488527,0.919,2,15.593223
1,401,45,1455,2,7208,2831,22,43,488527,0.919,3,15.593223
1,401,235,6895,52,3797,120564,43,43,488527,0.919,3,15.593223
0,401,48,306,10,2090,5970,9,43,488527,0.919,3,15.593223
1,401,51,866,40,4752,9365,16,43,488527,0.919,4,15.593223
1,401,40,910,48,6934,11238,14,43,488527,0.919,3,15.593223
1,401,34,1293,28,8539,26239,16,43,488527,0.919,0,15.593223
1,401,36,488,31,3071,8552,12,43,488527,0.919,1,15.593223
1,401,35,79,264,1615,130098,5,43,488527,0.919,3,15.593223
1,401,117,2156,10,1004,6688,21,43,488527,0.919,3,15.593223
1,401,37,362,8,2346,5900,13,43,488527,0.919,4,15.593223
1,401,79,1524,21,7542,8197,23,43,488527,0.919,4,15.593223
1,401,105,3345,26,1747,19542,29,43,488527,0.919,3,15.593223
1,401,57,2036,11,1105,18971,27,43,488527,0.919,3,15.593223
1,401,94,1042,13,5379,12327,14,43,488527,0.919,4,15.593223
1,401,66,2462,21,1277,9471,22,43,488527,0.919,3,15.593223
1,401,88,3359,47,1691,14396,23,43,488527,0.919,3,15.593223
0,401,73,1005,32,6072,16563,16,43,488527,0.919,3,15.593223
1,401,31,827,2,3650,1320,14,43,488527,0.919,1,15.593223
0,401,57,989,3,4434,5909,18,43,488527,0.919,3,15.593223
0,401,83,225,10,1949,13712,8,43,488527,0.919,3,15.593223
1,401,131,2401,8,1088,4502,25,43,488527,0.919,4,15.593223
1,401,48,347,34,2068,8131,10,43,488527,0.919,3,15.593223
1,401,181,7478,4,3561,8956,40,43,488527,0.919,1,15.593223
1,401,74,1411,13,7949,10249,22,43,488527,0.919,3,15.593223
1,401,103,9299,21,4472,14204,34,43,488527,0.919,3,15.593223
1,401,39,2271,16,1215,16817,21,43,488527,0.919,3,15.593223
1,401,114,1347,12,6275,4812,17,43,488527,0.919,3,15.593223
1,401,67,1297,27,6836,8008,19,43,488527,0.919,3,15.593223
1,401,41,1094,14,5819,23084,21,43,488527,0.919,3,15.593223
0,401,41,2203,1,9836,1240,19,43,488527,0.919,1,15.593223
1,401,50,731,62,3965,6940,13,43,488527,0.919,3,15.593223
1,401,92,4822,34,2426,23955,35,43,488527,0.919,3,15.593223
1,401,45,4563,59,2913,72630,26,43,488527,0.919,3,15.593223
1,401,443,2917,40,6815,15008,25,43,488527,0.919,3,15.593223
1,401,142,1456,9,8859,46350,23,43,488527,0.919,4,15.593223
1,401,108,16470,7,8274,14748,28,43,488527,0.919,3,15.593223
1,401,74,3780,21,2295,47495,22,43,488527,0.919,1,15.593223
1,401,51,349,2,1963,3672,10,43,488527,0.919,3,15.593223
1,401,37,134,7,760,1745,8,43,488527,0.919,3,15.593223
1,401,34,306,15,1919,3525,11,43,488527,0.919,3,15.593223
0,401,72,1874,28,1066,23089,25,43,488527,0.919,3,15.593223
1,401,63,1034,8,5155,4414,16,43,488527,0.919,1,15.593223
1,401,53,685,12,3631,13052,15,43,488527,0.919,3,15.593223
1,401,44,10,0,182,23342,2,43,488527,0.919,3,15.593223
1,401,147,5382,69,2800,41021,41,43,488527,0.919,4,15.593223
1,401,30,74,75,1978,4112,6,43,488527,0.919,3,15.593223
1,401,238,4282,6,1724,15545,37,43,488527,0.919,3,15.593223
1,401,88,1236,57,8919,42939,14,43,488527,0.919,3,15.593223
1,401,172,2087,3,9686,4461,23,43,488527,0.919,2,15.593223
0,401,124,3085,20,1528,8266,21,43,488527,0.919,3,15.593223
1,401,40,1984,13,1239,37387,18,43,488527,0.919,4,15.593223
1,401,86,3484,35,1719,13458,28,43,488527,0.919,3,15.593223
1,401,227,1428,12,6125,12900,18,43,488527,0.919,3,15.593223
1,401,80,1529,21,7005,7529,22,43,488527,0.919,3,15.593223
1,401,57,1765,24,1133,25335,19,43,488527,0.919,3,15.593223
1,401,110,3539,4,1702,6899,29,43,488527,0.919,3,15.593223
1,401,33,325,6,1793,4755,10,43,488527,0.919,3,15.593223
1,401,128,1303,14,5877,13467,20,43,488527,0.919,3,15.593223
0,401,30,143,5,982,2629,5,43,488527,0.919,3,15.593223
0,401,54,3788,34,1842,6396,21,43,488527,0.919,3,15.593223
0,401,36,634,11,4624,22253,10,43,488527,0.919,3,15.593223
1,401,90,2859,9,1481,34216,31,43,488527,0.919,3,15.593223
1,401,51,811,21,4357,6758,17,43,488527,0.919,3,15.593223
1,401,254,3049,83,1747,75347,29,43,488527,0.919,4,15.593223
1,401,86,3197,21,1728,18264,29,43,488527,0.919,1,15.593223
1,401,64,1324,17,7292,11098,16,43,488527,0.919,3,15.593223
0,401,46,621,7,3036,3254,12,43,488527,0.919,3,15.593223
1,401,60,2237,20,1486,97296,26,43,488527,0.919,3,15.593223
1,401,34,320,98,3254,10561,10,43,488527,0.919,3,15.593223
1,401,196,2118,20,7148,7765,25,43,488527,0.919,3,15.593223
1,401,53,757,2,3482,2718,17,43,488527,0.919,4,15.593223
1,401,36,431,18,3254,8010,11,43,488527,0.919,3,15.593223
1,401,48,2149,35,1272,27442,22,43,488527,0.919,3,15.593223
1,401,65,4540,56,2239,15953,33,43,488527,0.919,3,15.593223
1,401,90,1395,26,7441,13138,22,43,488527,0.919,3,15.593223
0,401,55,2672,63,1568,24956,24,43,488527,0.919,3,15.593223
1,401,57,300,3,893,1340,10,43,488527,0.919,3,15.593223
1,401,104,1455,41,6480,7270,21,43,488527,0.919,1,15.593223
0,401,38,691,86,6222,14897,16,43,488527,0.919,3,15.593223
0,401,33,422,18,3052,27021,10,43,488527,0.919,3,15.593223
1,401,105,621,7,2997,6808,12,43,488527,0.919,0,15.593223
1,401,158,6842,91,3260,21561,46,43,488527,0.919,3,15.593223
1,401,57,711,27,6198,40204,14,43,488527,0.919,3,15.593223
1,401,48,1589,48,8359,7374,19,43,488527,0.919,3,15.593223
1,401,99,715,4,3557,10329,14,43,488527,0.919,1,15.593223
1,401,54,733,12,4569,20680,15,43,488527,0.919,3,15.593223
0,401,87,376,116,4120,44972,12,43,488527,0.919,3,15.593223
1,401,590,6824,154,3949,73472,39,43,488527,0.919,0,15.593223
1,401,39,1063,48,6092,5726,16,43,488527,0.919,3,15.593223
1,401,70,1328,6,6788,4480,20,43,488527,0.919,3,15.593223
1,401,89,667,30,4483,22578,15,43,488527,0.919,1,15.593223
0,401,104,5099,8,2309,12685,33,43,488527,0.919,1,15.593223
1,401,45,81,2,784,6850,4,43,488527,0.919,3,15.593223
1,401,86,3999,11,2019,12312,27,43,488527,0.919,3,15.593223
1,401,171,4615,74,2291,26549,39,43,488527,0.919,4,15.593223
1,401,51,4358,134,2813,35555,27,43,488527,0.919,3,15.593223
0,401,41,367,18,2006,5534,13,43,488527,0.919,3,15.593223
1,401,37,2144,0,1077,5372,15,43,488527,0.919,2,15.593223
1,401,98,2185,5,1131,29509,24,43,488527,0.919,2,15.593223
1,401,33,271,1,1199,6611,10,43,488527,0.919,3,15.593223
1,401,56,41,15,868,27327,3,43,488527,0.919,3,15.593223
1,401,36,1576,10,9323,19989,10,43,488527,0.919,0,15.593223
1,401,81,6745,50,3159,8917,40,43,488527,0.919,3,15.593223
1,401,62,501,15,1626,2448,15,43,488527,0.919,1,15.593223
1,401,83,2593,76,1258,8562,28,43,488527,0.919,3,15.593223
0,401,39,473,34,3049,6533,12,43,488527,0.919,3,15.593223
1,401,44,462,1,2316,2764,10,43,488527,0.919,3,15.593223
1,401,120,2859,37,1782,59306,30,43,488527,0.919,3,15.593223
0,401,173,1437,14,6634,7157,17,43,488527,0.919,1,15.593223
1,401,281,2537,6,1079,14970,28,43,488527,0.919,4,15.593223
1,401,64,302,23,4659,19951,7,43,488527,0.919,3,15.593223
0,401,55,877,28,5562,14455,16,43,488527,0.919,1,15.593223
1,401,133,4893,25,2515,25244,32,43,488527,0.919,4,15.593223
1,401,65,444,42,2926,7922,11,43,488527,0.919,3,15.593223
1,401,43,1023,10,4967,4408,17,43,488527,0.919,1,15.593223
1,401,42,284,14,1811,10663,9,43,488527,0.919,3,15.593223
1,401,74,2047,171,1734,34163,24,43,488527,0.919,4,15.593223
1,401,210,1521,41,5542,6992,22,43,488527,0.919,4,15.593223
1,401,240,7448,65,3639,22603,36,43,488527,0.919,3,15.593223
0,401,92,702,9,3592,8869,13,43,488527,0.919,4,15.593223
1,401,33,311,3,3128,49696,8,43,488527,0.919,3,15.593223
0,401,184,12307,68,6111,53380,52,43,488527,0.919,4,15.593223
1,401,134,7949,40,4336,39359,38,43,488527,0.919,3,15.593223
0,401,38,459,8,2607,5440,10,43,488527,0.919,3,15.593223
1,401,86,2959,23,1451,11654,26,43,488527,0.919,1,15.593223
1,401,35,139,7,826,3746,7,43,488527,0.919,1,15.593223
1,401,32,449,1,2339,3421,10,43,488527,0.919,1,15.593223
0,401,44,331,71,2471,5722,12,43,488527,0.919,3,15.593223
1,401,120,704,15,2518,6310,13,43,488527,0.919,3,15.593223
1,401,64,470,4,2273,2218,11,43,488527,0.919,3,15.593223
0,401,37,238,7,1423,3605,9,43,488527,0.919,3,15.593223
0,401,49,75,7,976,7996,6,43,488527,0.919,3,15.593223
0,401,33,841,57,7159,31098,19,43,488527,0.919,3,15.593223
1,401,34,317,12,2329,7722,8,43,488527,0.919,3,15.593223
1,401,131,2154,20,9787,9891,24,43,488527,0.919,4,15.593223
0,401,40,1046,44,6352,9736,17,43,488527,0.919,3,15.593223
1,401,87,1419,53,6773,5661,15,43,488527,0.919,1,15.593223
1,401,44,280,16,1649,3390,10,43,488527,0.919,3,15.593223
1,401,169,761,9,3226,4635,12,43,488527,0.919,3,15.593223
0,401,82,1356,15,6380,13222,21,43,488527,0.919,1,15.593223
1,401,1010,17112,84,7853,98851,66,43,488527,0.919,3,15.593223
1,401,104,1792,76,1076,14590,25,43,488527,0.919,3,15.593223
1,401,33,657,21,3623,4089,13,43,488527,0.919,3,15.593223
1,401,37,590,7,2713,3178,11,43,488527,0.919,1,15.593223
1,401,72,827,38,4962,12488,13,43,488527,0.919,3,15.593223
1,401,109,2353,45,1400,38272,26,43,488527,0.919,4,15.593223
1,401,36,222,88,1635,15131,10,43,488527,0.919,3,15.593223
1,401,36,136,21,1370,3389,7,43,488527,0.919,3,15.593223
1,401,45,173,10,971,6053,7,43,488527,0.919,3,15.593223
1,401,123,2592,0,9674,5879,27,43,488527,0.919,3,15.593223
0,401,58,1062,40,7243,19814,16,43,488527,0.919,3,15.593223
1,401,36,961,27,4355,3449,15,43,488527,0.919,3,15.593223
1,401,102,2868,13,1315,15059,28,43,488527,0.919,3,15.593223
0,401,34,620,0,2493,1446,14,43,488527,0.919,0,15.593223
1,401,58,906,20,4668,10234,16,43,488527,0.919,3,15.593223
1,401,46,1056,13,6391,11096,17,43,488527,0.919,4,15.593223
0,401,35,21,1,307,6704,3,43,488527,0.919,4,15.593223
1,401,180,2562,28,1190,11907,27,43,488527,0.919,4,15.593223
1,401,31,114,96,3139,7056,6,43,488527,0.919,4,15.593223
1,401,39,401,29,2599,9838,10,43,488527,0.919,3,15.593223
1,401,54,2283,5,1051,4564,23,43,488527,0.919,3,15.593223
1,401,38,3460,14,1703,4716,12,43,488527,0.919,1,15.593223
1,401,85,2512,70,1316,22676,28,43,488527,0.919,3,15.593223
1,401,34,218,15,1613,3229,10,43,488527,0.919,3,15.593223
1,401,46,231,902,2074,29378,6,43,488527,0.919,3,15.593223
0,401,42,108,65,1769,4046,5,43,488527,0.919,3,15.593223
1,401,105,2938,45,1438,12106,32,43,488527,0.919,1,15.593223
1,401,32,73,32,449,1436,5,43,488527,0.919,3,15.593223
1,401,39,1030,5,5210,4071,15,43,488527,0.919,1,15.593223
1,401,112,974,6,4350,1798,17,43,488527,0.919,4,15.593223
1,401,329,13240,64,7038,93119,65,43,488527,0.919,1,15.593223
1,401,112,1743,88,1258,32983,23,43,488527,0.919,3,15.593223
1,401,30,157,8,1027,8245,7,43,488527,0.919,3,15.593223
1,401,122,3371,27,1654,13574,34,43,488527,0.919,3,15.593223
0,401,62,705,53,4194,4661,15,43,488527,0.919,3,15.593223
1,401,52,1495,17,7424,7008,14,43,488527,0.919,3,15.593223
1,401,42,536,2,1875,816,14,43,488527,0.919,3,15.593223
1,401,82,1709,26,7926,7572,23,43,488527,0.919,1,15.593223
0,401,34,155,24,1551,3184,7,43,488527,0.919,3,15.593223
1,401,501,14306,134,7505,183785,62,43,488527,0.919,1,15.593223
1,401,70,4232,79,2132,9673,23,43,488527,0.919,4,15.593223
0,401,47,227,0,1058,3036,8,43,488527,0.919,1,15.593223
1,401,53,1950,16,1197,48007,20,43,488527,0.919,1,15.593223
1,401,140,3589,54,1748,12667,29,43,488527,0.919,1,15.593223
1,401,58,525,6,2372,2983,14,43,488527,0.919,1,15.593223
0,401,54,829,15,5019,7766,14,43,488527,0.919,1,15.593223
1,401,44,178,26,1423,4966,8,43,488527,0.919,2,15.593223
1,401,138,19,10,2270,389605,2,43,488527,0.919,2,15.593223
1,401,31,117,11,973,3355,7,43,488527,0.919,3,15.593223
1,401,56,1696,12,7820,3966,16,43,488527,0.919,1,15.593223
1,401,140,4586,74,2219,18814,46,43,488527,0.919,1,15.593223
1,401,68,2773,29,1570,51368,25,43,488527,0.919,4,15.593223
1,401,83,1681,15,9228,15294,23,43,488527,0.919,3,15.593223
0,401,241,5640,9,2519,22735,44,43,488527,0.919,1,15.593223
1,401,36,1115,3,5380,1851,12,43,488527,0.919,3,15.593223
1,401,171,6964,166,3944,51291,47,43,488527,0.919,1,15.593223
1,401,33,161,2,994,4300,7,43,488527,0.919,4,15.593223
1,401,344,7697,7,3312,11279,44,43,488527,0.919,3,15.593223
1,401,34,150,4,1342,6098,7,43,488527,0.919,3,15.593223
0,401,148,4119,34,2298,36430,32,43,488527,0.919,4,15.593223
0,401,31,144,0,768,4008,5,43,488527,0.919,4,15.593223
1,401,46,707,16,3446,5554,16,43,488527,0.919,3,15.593223
0,401,128,864,10,3904,6715,16,43,488527,0.919,1,15.593223
1,401,166,4348,27,2053,10925,26,43,488527,0.919,1,15.593223
1,401,35,299,17,1669,2671,10,43,488527,0.919,3,15.593223
0,401,85,3289,19,1652,18889,26,43,488527,0.919,3,15.593223
0,401,371,2032,39,9228,8952,22,43,488527,0.919,1,15.593223
1,401,119,1952,8,8322,11346,26,43,488527,0.919,3,15.593223
1,401,45,867,2,4034,2559,13,43,488527,0.919,1,15.593223
1,401,74,94,16,1149,2636,5,43,488527,0.919,4,15.593223
0,401,234,12747,946,5660,232520,61,43,488527,0.919,1,15.593223
1,401,153,2824,6,1225,11886,28,43,488527,0.919,1,15.593223
1,401,69,220,24,1393,2399,7,43,488527,0.919,4,15.593223
1,401,120,4335,39,2069,4106,31,43,488527,0.919,1,15.593223
1,401,116,4114,56,2046,23652,39,43,488527,0.919,1,15.593223
1,401,77,1064,8,4993,8766,15,43,488527,0.919,1,15.593223
1,401,149,1862,72,8411,11245,23,43,488527,0.919,3,15.593223
1,401,54,800,4,3640,3305,16,43,488527,0.919,3,15.593223
1,401,48,627,8,2673,3461,9,43,488527,0.919,3,15.593223
0,401,40,631,31,3956,4429,11,43,488527,0.919,3,15.593223
1,401,29,974,12,7444,26811,15,43,488527,0.919,3,15.593223
0,401,33,402,39,2104,4291,11,43,488527,0.919,2,15.593223
0,401,29,65,5,443,3635,4,43,488527,0.919,4,15.593223
0,401,29,303,28,1722,7978,7,43,488527,0.919,3,15.593223
0,401,36,892,8,4086,2755,16,43,488527,0.919,1,15.593223
1,401,29,544,11,3331,6228,14,43,488527,0.919,3,15.593223
1,401,32,605,65,4361,8330,14,43,488527,0.919,3,15.593223
0,401,29,299,1,1533,2117,10,43,488527,0.919,1,15.593223
1,401,102,2891,23,1468,14865,31,43,488527,0.919,1,15.593223
1,401,33,289,7,1573,2449,11,43,488527,0.919,2,15.593223
1,401,29,465,6,2327,2603,12,43,488527,0.919,1,15.593223
1,401,73,790,24,4640,25757,13,43,488527,0.919,2,15.593223
1,401,37,604,4,2252,2789,14,43,488527,0.919,1,15.593223
1,401,29,571,3,2929,3653,13,43,488527,0.919,2,15.593223
0,401,128,2279,17,1034,9359,24,43,488527,0.919,1,15.593223
0,401,47,624,59,4153,12137,14,43,488527,0.919,3,15.593223
1,401,51,434,0,1558,2099,13,43,488527,0.919,4,15.593223
1,401,37,2189,37,1091,5365,23,43,488527,0.919,3,15.593223
1,401,76,2934,18,1388,9688,18,43,488527,0.919,1,15.593223
0,401,31,491,0,2119,1317,11,43,488527,0.919,1,15.593223
0,401,144,3457,21,1887,25656,31,43,488527,0.919,3,15.593223
1,401,28,250,69,4747,15124,8,43,488527,0.919,3,15.593223
1,401,34,1216,41,6536,11918,8,43,488527,0.919,3,15.593223
1,401,30,143,10,971,2134,8,43,488527,0.919,3,15.593223
1,401,98,2433,15,1172,13852,28,43,488527,0.919,1,15.593223
0,401,28,226,6,2023,11585,9,43,488527,0.919,3,15.593223
1,401,46,1239,0,5828,3809,17,43,488527,0.919,4,15.593223
0,401,90,3346,16,1522,8163,22,43,488527,0.919,3,15.593223
0,401,45,1072,4,4650,3759,21,43,488527,0.919,1,15.593223
0,401,62,843,6,5312,15802,15,43,488527,0.919,3,15.593223
1,401,28,134,29,1435,8233,7,43,488527,0.919,3,15.593223
1,401,28,350,56,3568,16018,12,43,488527,0.919,3,15.593223
0,401,31,567,9,3157,4706,13,43,488527,0.919,1,15.593223
1,401,57,1127,9,6164,14715,18,43,488527,0.919,1,15.593223
1,401,28,51,15,1120,3152,4,43,488527,0.919,2,15.593223
1,401,112,2306,2,1074,3465,26,43,488527,0.919,1,15.593223
1,401,27,230,3,1279,1923,8,43,488527,0.919,2,15.593223
0,401,29,1866,67,1054,14233,10,43,488527,0.919,3,15.593223
0,401,27,328,11,1857,3409,10,43,488527,0.919,3,15.593223
1,401,31,1052,20,6725,13243,14,43,488527,0.919,3,15.593223
1,401,35,1036,497,7993,13456,8,43,488527,0.919,3,15.593223
1,401,30,352,2,1583,1651,9,43,488527,0.919,4,15.593223
1,401,27,180,1,1157,4781,7,43,488527,0.919,4,15.593223
1,401,27,145,55,2281,9254,7,43,488527,0.919,3,15.593223
1,401,27,33,0,260,2288,4,43,488527,0.919,3,15.593223
0,401,27,98,5,1307,10166,6,43,488527,0.919,3,15.593223
0,401,30,239,4,1470,3358,11,43,488527,0.919,1,15.593223
1,401,27,130,180,1866,3491,8,43,488527,0.919,2,15.593223
1,401,34,59,11,446,1619,4,43,488527,0.919,3,15.593223
0,401,33,316,31,1947,2949,8,43,488527,0.919,3,15.593223
1,401,60,669,22,3376,5407,13,43,488527,0.919,4,15.593223
1,401,54,2499,21,1200,4864,20,43,488527,0.919,3,15.593223
0,401,57,997,3,5648,10279,19,43,488527,0.919,4,15.593223
1,401,145,2230,6,8341,10132,27,43,488527,0.919,4,15.593223
0,401,36,940,1,4033,2180,19,43,488527,0.919,1,15.593223
1,401,53,886,1,4333,5023,16,43,488527,0.919,1,15.593223
1,401,26,357,25,1736,2773,11,43,488527,0.919,3,15.593223
1,401,205,4449,56,2513,71743,41,43,488527,0.919,4,15.593223
0,401,26,1814,13,9565,39745,16,43,488527,0.919,3,15.593223
1,401,62,2054,11,1052,8622,20,43,488527,0.919,3,15.593223
1,401,26,466,2,2218,1809,12,43,488527,0.919,3,15.593223
1,401,71,1294,5,5368,5303,21,43,488527,0.919,1,15.593223
1,401,64,483,3,2555,4421,12,43,488527,0.919,1,15.593223
1,401,26,1369,15,6890,3878,17,43,488527,0.919,3,15.593223
0,401,71,3519,86,1860,13187,24,43,488527,0.919,3,15.593223
1,401,26,189,19,1517,6038,6,43,488527,0.919,3,15.593223
0,401,42,96,0,709,7004,5,43,488527,0.919,4,15.593223
1,401,26,91,2,561,1841,6,43,488527,0.919,3,15.593223
0,401,28,173,20,1157,3218,8,43,488527,0.919,3,15.593223
1,401,28,206,10,1401,2915,8,43,488527,0.919,3,15.593223
1,401,61,1282,4,5592,3173,19,43,488527,0.919,3,15.593223
0,401,34,228,2,1310,3527,10,43,488527,0.919,3,15.593223
1,401,26,186,8,1320,5194,8,43,488527,0.919,1,15.593223
1,401,36,947,5,4699,3792,18,43,488527,0.919,3,15.593223
1,401,25,257,2,1518,3076,9,43,488527,0.919,3,15.593223
0,401,25,446,8,2395,2873,10,43,488527,0.919,3,15.593223
0,401,25,143,9,554,565,6,43,488527,0.919,3,15.593223
1,401,25,594,11,3562,6451,12,43,488527,0.919,3,15.593223
1,401,25,962,60,5366,4726,13,43,488527,0.919,3,15.593223
1,401,26,396,17,2461,3197,8,43,488527,0.919,3,15.593223
0,401,25,139,42,1116,2456,6,43,488527,0.919,0,15.593223
1,401,25,231,45,1799,2901,8,43,488527,0.919,3,15.593223
1,401,25,108,39,1161,4512,7,43,488527,0.919,3,15.593223
1,401,32,93,10,757,2655,7,43,488527,0.919,3,15.593223
0,401,26,241,0,1176,2165,8,43,488527,0.919,1,15.593223
1,401,25,191,2,1188,2734,8,43,488527,0.919,4,15.593223
0,401,25,277,27,1828,2736,9,43,488527,0.919,3,15.593223
1,401,25,295,7,1454,1251,10,43,488527,0.919,3,15.593223
1,401,25,741,5,3439,1265,14,43,488527,0.919,1,15.593223
1,401,24,304,5,2447,9165,9,43,488527,0.919,3,15.593223
0,401,35,784,2,3880,4501,17,43,488527,0.919,1,15.593223
0,401,25,334,4,1884,4569,9,43,488527,0.919,3,15.593223
0,401,24,243,1,1161,945,9,43,488527,0.919,1,15.593223
1,401,98,1040,8,5030,7476,16,43,488527,0.919,1,15.593223
0,401,26,685,24,4128,8212,13,43,488527,0.919,3,15.593223
0,401,129,1394,37,7135,10834,18,43,488527,0.919,4,15.593223
1,401,90,1522,9,7352,4526,22,43,488527,0.919,3,15.593223
1,401,219,12274,71,5801,25634,50,43,488527,0.919,1,15.593223
0,401,81,1409,5,6227,4881,21,43,488527,0.919,3,15.593223
0,401,50,1594,8,7267,1599,17,43,488527,0.919,4,15.593223
1,401,33,515,7,3288,4726,12,43,488527,0.919,3,15.593223
1,401,25,405,9,2263,4219,9,43,488527,0.919,3,15.593223
0,401,25,768,23,3747,3532,13,43,488527,0.919,3,15.593223
1,401,28,135,12,1074,2423,6,43,488527,0.919,3,15.593223
0,401,24,64,1,291,1457,5,43,488527,0.919,0,15.593223
1,401,24,356,13,2358,3430,10,43,488527,0.919,3,15.593223
